cnae_codigo,cnae_id_numerico,tipo,descricao_cnae,secao,divisao,grupo,atividades,notas_explicativas,texto_representacao
01.11-3,01113,classe,CULTIVO DE CEREAIS,"A - AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01 - AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS",011 - PRODUÇÃO DE LAVOURAS TEMPORÁRIAS,ARROZ QUANDO ATIVIDADE COMPLEMENTAR AO CULTIVO; BENEFICIAMENTO DE; ARROZ; CULTIVO DE; SEMENTE DE ARROZ (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; MILHO QUANDO ATIVIDADE COMPLEMENTAR AO CULTIVO; BENEFICIAMENTO DE; MILHO; CULTIVO DE; SEMENTE DE MILHO (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; SEMENTE DE TRIGO (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; TRIGO QUANDO ATIVIDADE COMPLEMENTAR AO CULTIVO; BENEFICIAMENTO DE; TRIGO; CULTIVO DE; ALPISTE; CULTIVO DE; AVEIA; CULTIVO DE; CENTEIO; CULTIVO DE; CEVADA; CULTIVO DE; MILHETO; CULTIVO DE; PAINÇO; CULTIVO DE,"Esta classe compreende - o cultivo de alpiste, arroz, aveia, centeio, cevada, milho, milheto, painço, sorgo, trigo, trigo preto, triticale e outros cereais não especificados anteriormente | Esta classe compreende ainda - o beneficiamento de cereais em estabelecimento agrícola, quando atividade complementar ao cultivo - a produção de sementes de cereais, quando atividade complementar ao cultivo | Esta classe NÃO compreende - a produção de sementes certificadas dos cereais desta classe, inclusive modificadas geneticamente (01.41-5) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - o beneficiamento de cereais em estabelecimento agrícola realizado sob contrato (01.63-6) - o processamento ou beneficiamento de cereais em estabelecimento não-agrícola (grupo 10.4) e (grupo 10.6) - a produção de biocombustível (19.32-2) | Esta subclasse compreende - o cultivo de arroz | Esta subclasse compreende ainda - o beneficiamento de arroz em estabelecimento agrícola, quando atividade complementar ao cultivo - a produção de sementes de arroz, quando atividade complementar ao cultivo","CNAE: 01.11-3. Atividade: CULTIVO DE CEREAIS. Seção: A - AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA. Divisão: 01 - AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS. Grupo: 011 - PRODUÇÃO DE LAVOURAS TEMPORÁRIAS. Atividades compreendidas: ARROZ QUANDO ATIVIDADE COMPLEMENTAR AO CULTIVO; BENEFICIAMENTO DE; ARROZ; CULTIVO DE; SEMENTE DE ARROZ (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; MILHO QUANDO ATIVIDADE COMPLEMENTAR AO CULTIVO; BENEFICIAMENTO DE; MILHO; CULTIVO DE; SEMENTE DE MILHO (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; SEMENTE DE TRIGO (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; TRIGO QUANDO ATIVIDADE COMPLEMENTAR AO CULTIVO; BENEFICIAMENTO DE; TRIGO; CULTIVO DE; ALPISTE; CULTIVO DE; AVEIA; CULTIVO DE; CENTEIO; CULTIVO DE; CEVADA; CULTIVO DE; MILHETO; CULTIVO DE; PAINÇO; CULTIVO DE. Notas explicativas: Esta classe compreende - o cultivo de alpiste, arroz, aveia, centeio, cevada, milho, milheto, painço, sorgo, trigo, trigo preto, triticale e outros cereais não especificados anteriormente | Esta classe compreende ainda - o beneficiamento de cereais em estabelecimento agrícola, quando atividade complementar ao cultivo - a produção de sementes de cereais, quando atividade complementar ao cultivo | Esta classe NÃO compreende - a produção de sementes certificadas dos cereais desta classe, inclusive modificadas geneticamente (01.41-5) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - o beneficiamento de cereais em estabelecimento agrícola realizado sob contrato (01.63-6) - o processamento ou beneficiamento de cereais em estabelecimento não-agrícola (grupo 10.4) e (grupo 10.6) - a produção de biocombustível (19.32-2) | Esta subclasse compreende - o cultivo de arroz | Esta subclasse compreende ainda - o beneficiamento de arroz em estabelecimento agrícola, quando atividade complementar ao cultivo - a produção de sementes de arroz, quando atividade complementar ao cultivo."
01.12-1,01121,classe,CULTIVO DE ALGODÃO HERBÁCEO E DE OUTRAS FIBRAS DE LAVOURA TEMPORÁRIA,"A - AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01 - AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS",011 - PRODUÇÃO DE LAVOURAS TEMPORÁRIAS,"ALGODÃO HERBÁCEO; CULTIVO DE; ALGODÃO QUANDO ATIVIDADE COMPLETAR AO CULTIVO; DESCAROÇAMENTO DE; CAROÇO DE ALGODÃO HERBÁCEO, QUANDO ATIVIDADE COMPLEMENTAR AO CULTIVO; PRODUÇÃO DE; LINHO FIBRA; CULTIVO DE; PLUMA DE ALGODÃO HERBÁCEO, QUANDO ATIVIDADE COMPLEMENTAR AO CULTIVO; PRODUÇÃO DE; SEMENTE DE ALGODÃO HERBÁCEO (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; JUTA; CULTIVO DE; MACERAÇÃO E SECAGEM DA FIBRA DE JUTA; PROCESSO DE; MUDAS DE JUTA (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; FIBRAS DE LAVOURA TEMPORÁRIA; CULTIVO DE; FIBRAS TÊXTEIS DE LAVOURA TEMPORÁRIA; CULTIVO DE; JUNCO; CULTIVO DE; MALVA; CULTIVO DE; MUDAS DE MALVA (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; RAMI; CULTIVO DE","Esta classe compreende - o cultivo de algodão herbáceo - o cultivo de juta, junco, linho, malva, rami, sorgo vassoura e outras fibras de lavoura temporária não especificadas anteriormente | Esta classe compreende ainda - o descaroçamento do algodão, quando atividade complementar ao cultivo - o processo de maceração e secagem das fibras desta classe - a produção de sementes e mudas das fibras desta classe, quando atividade complementar ao cultivo | Esta classe NÃO compreende - o cultivo de algodão arbóreo (01.39-3) - a produção de sementes e mudas certificadas das fibras desta classe, inclusive modificadas geneticamente (grupo 01.4) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - o serviço de descaroçamento de algodão realizado sob contrato (01.63-6) - a preparação do algodão e de outras fibras de lavoura temporária, em estabelecimento não-agrícola (13.11-1) e (13.12-0) | Esta subclasse compreende - o cultivo de algodão herbáceo | Esta subclasse compreende ainda - o descaroçamento do algodão, quando atividade complementar ao cultivo - a produção de sementes de algodão, quando atividade complementar ao cultivo","CNAE: 01.12-1. Atividade: CULTIVO DE ALGODÃO HERBÁCEO E DE OUTRAS FIBRAS DE LAVOURA TEMPORÁRIA. Seção: A - AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA. Divisão: 01 - AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS. Grupo: 011 - PRODUÇÃO DE LAVOURAS TEMPORÁRIAS. Atividades compreendidas: ALGODÃO HERBÁCEO; CULTIVO DE; ALGODÃO QUANDO ATIVIDADE COMPLETAR AO CULTIVO; DESCAROÇAMENTO DE; CAROÇO DE ALGODÃO HERBÁCEO, QUANDO ATIVIDADE COMPLEMENTAR AO CULTIVO; PRODUÇÃO DE; LINHO FIBRA; CULTIVO DE; PLUMA DE ALGODÃO HERBÁCEO, QUANDO ATIVIDADE COMPLEMENTAR AO CULTIVO; PRODUÇÃO DE; SEMENTE DE ALGODÃO HERBÁCEO (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; JUTA; CULTIVO DE; MACERAÇÃO E SECAGEM DA FIBRA DE JUTA; PROCESSO DE; MUDAS DE JUTA (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; FIBRAS DE LAVOURA TEMPORÁRIA; CULTIVO DE; FIBRAS TÊXTEIS DE LAVOURA TEMPORÁRIA; CULTIVO DE; JUNCO; CULTIVO DE; MALVA; CULTIVO DE; MUDAS DE MALVA (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; RAMI; CULTIVO DE. Notas explicativas: Esta classe compreende - o cultivo de algodão herbáceo - o cultivo de juta, junco, linho, malva, rami, sorgo vassoura e outras fibras de lavoura temporária não especificadas anteriormente | Esta classe compreende ainda - o descaroçamento do algodão, quando atividade complementar ao cultivo - o processo de maceração e secagem das fibras desta classe - a produção de sementes e mudas das fibras desta classe, quando atividade complementar ao cultivo | Esta classe NÃO compreende - o cultivo de algodão arbóreo (01.39-3) - a produção de sementes e mudas certificadas das fibras desta classe, inclusive modificadas geneticamente (grupo 01.4) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - o serviço de descaroçamento de algodão realizado sob contrato (01.63-6) - a preparação do algodão e de outras fibras de lavoura temporária, em estabelecimento não-agrícola (13.11-1) e (13.12-0) | Esta subclasse compreende - o cultivo de algodão herbáceo | Esta subclasse compreende ainda - o descaroçamento do algodão, quando atividade complementar ao cultivo - a produção de sementes de algodão, quando atividade complementar ao cultivo."
01.13-0,01130,classe,CULTIVO DE CANA-DE-AÇÚCAR,"A - AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01 - AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS",011 - PRODUÇÃO DE LAVOURAS TEMPORÁRIAS,CANA DE AÇÚCAR; CULTIVO DE; MUDAS DE CANA DE AÇÚCAR QUANDO COMPLEMENTAR AO CULTIVO; PRODUÇÃO DE; TOLETES DE CANA DE AÇÚCAR QUANDO COMPLEMENTAR AO CULTIVO; PRODUÇÃO DE,"Esta classe compreende - o cultivo de cana-de-açúcar | Esta classe compreende ainda - a produção de toletes (mudas) de cana-de-açúcar, quando atividade complementar ao cultivo | Esta classe NÃO compreende - a produção de toletes (mudas) certificadas de cana-de-açúcar, inclusive modificadas geneticamente (01.42-3) - os serviços de preparação de terreno, cultivo e corte da cana realizados sob contrato (01.61-0) - a produção de açúcar em bruto (usinas de açúcar) (10.71-6) - a fabricação, refino e moagem de açúcar de cana (10.72-4) - a produção de álcool de cana (19.31-4) | Esta subclasse compreende - o cultivo de cana-de-açúcar | Esta subclasse compreende ainda - a produção de toletes (mudas) de cana-de-açúcar, quando atividade complementar ao cultivo","CNAE: 01.13-0. Atividade: CULTIVO DE CANA-DE-AÇÚCAR. Seção: A - AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA. Divisão: 01 - AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS. Grupo: 011 - PRODUÇÃO DE LAVOURAS TEMPORÁRIAS. Atividades compreendidas: CANA DE AÇÚCAR; CULTIVO DE; MUDAS DE CANA DE AÇÚCAR QUANDO COMPLEMENTAR AO CULTIVO; PRODUÇÃO DE; TOLETES DE CANA DE AÇÚCAR QUANDO COMPLEMENTAR AO CULTIVO; PRODUÇÃO DE. Notas explicativas: Esta classe compreende - o cultivo de cana-de-açúcar | Esta classe compreende ainda - a produção de toletes (mudas) de cana-de-açúcar, quando atividade complementar ao cultivo | Esta classe NÃO compreende - a produção de toletes (mudas) certificadas de cana-de-açúcar, inclusive modificadas geneticamente (01.42-3) - os serviços de preparação de terreno, cultivo e corte da cana realizados sob contrato (01.61-0) - a produção de açúcar em bruto (usinas de açúcar) (10.71-6) - a fabricação, refino e moagem de açúcar de cana (10.72-4) - a produção de álcool de cana (19.31-4) | Esta subclasse compreende - o cultivo de cana-de-açúcar | Esta subclasse compreende ainda - a produção de toletes (mudas) de cana-de-açúcar, quando atividade complementar ao cultivo."
01.14-8,01148,classe,CULTIVO DE FUMO,"A - AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01 - AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS",011 - PRODUÇÃO DE LAVOURAS TEMPORÁRIAS,"FUMO (SECAGEM, DEFUMAÇÃO E OUTROS PROCESSOS) QUANDO ATIVIDADE COMPLEMENTAR AO CULTIVO; BENEFICIAMENTO DE; FUMO - SECAGEM, DEFUMAÇÃO E OUTROS PROCESSOS - QUANDO REALIZADO JUNTAMENTE AO CULTIVO; PROCESSAMENTO DE; FUMO; CULTIVO DE; SEMENTE DE FUMO (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; TABACO; CULTIVO DE","Esta classe compreende - o cultivo de fumo | Esta classe compreende ainda - o processamento do fumo através de secagem, defumação e outros processos, quando atividade complementar ao cultivo - a produção de semente de fumo, quando atividade complementar ao cultivo | Esta classe NÃO compreende - a produção de sementes certificadas de fumo, inclusive modificadas geneticamente (01.41-5) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - o processamento do fumo através de secagem, defumação e outros processos realizado em unidade industrial (12.10-7) | Esta subclasse compreende - o cultivo de fumo | Esta subclasse compreende ainda - o processamento do fumo através de secagem, defumação e outros processos, quando atividade complementar ao cultivo - a produção de semente de fumo, quando atividade complementar ao cultivo","CNAE: 01.14-8. Atividade: CULTIVO DE FUMO. Seção: A - AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA. Divisão: 01 - AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS. Grupo: 011 - PRODUÇÃO DE LAVOURAS TEMPORÁRIAS. Atividades compreendidas: FUMO (SECAGEM, DEFUMAÇÃO E OUTROS PROCESSOS) QUANDO ATIVIDADE COMPLEMENTAR AO CULTIVO; BENEFICIAMENTO DE; FUMO - SECAGEM, DEFUMAÇÃO E OUTROS PROCESSOS - QUANDO REALIZADO JUNTAMENTE AO CULTIVO; PROCESSAMENTO DE; FUMO; CULTIVO DE; SEMENTE DE FUMO (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; TABACO; CULTIVO DE. Notas explicativas: Esta classe compreende - o cultivo de fumo | Esta classe compreende ainda - o processamento do fumo através de secagem, defumação e outros processos, quando atividade complementar ao cultivo - a produção de semente de fumo, quando atividade complementar ao cultivo | Esta classe NÃO compreende - a produção de sementes certificadas de fumo, inclusive modificadas geneticamente (01.41-5) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - o processamento do fumo através de secagem, defumação e outros processos realizado em unidade industrial (12.10-7) | Esta subclasse compreende - o cultivo de fumo | Esta subclasse compreende ainda - o processamento do fumo através de secagem, defumação e outros processos, quando atividade complementar ao cultivo - a produção de semente de fumo, quando atividade complementar ao cultivo."
01.15-6,01156,classe,CULTIVO DE SOJA,"A - AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01 - AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS",011 - PRODUÇÃO DE LAVOURAS TEMPORÁRIAS,SEMENTE DE SOJA (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; SOJA; CULTIVO DE,"Esta classe compreende - o cultivo de soja | Esta classe compreende ainda - a produção de semente de soja, quando atividade complementar ao cultivo | Esta classe NÃO compreende - a produção de sementes certificadas de soja, inclusive modificadas geneticamente (01.41-5) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - a produção de óleo de soja em bruto, inclusive torta e farelo (10.41-4) - a produção de biocombustível (19.32-2) | Esta subclasse compreende - o cultivo de soja | Esta subclasse compreende ainda - a produção de semente de soja, quando atividade complementar ao cultivo","CNAE: 01.15-6. Atividade: CULTIVO DE SOJA. Seção: A - AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA. Divisão: 01 - AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS. Grupo: 011 - PRODUÇÃO DE LAVOURAS TEMPORÁRIAS. Atividades compreendidas: SEMENTE DE SOJA (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; SOJA; CULTIVO DE. Notas explicativas: Esta classe compreende - o cultivo de soja | Esta classe compreende ainda - a produção de semente de soja, quando atividade complementar ao cultivo | Esta classe NÃO compreende - a produção de sementes certificadas de soja, inclusive modificadas geneticamente (01.41-5) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - a produção de óleo de soja em bruto, inclusive torta e farelo (10.41-4) - a produção de biocombustível (19.32-2) | Esta subclasse compreende - o cultivo de soja | Esta subclasse compreende ainda - a produção de semente de soja, quando atividade complementar ao cultivo."
01.16-4,01164,classe,"CULTIVO DE OLEAGINOSAS DE LAVOURA TEMPORÁRIA, EXCETO SOJA","A - AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01 - AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS",011 - PRODUÇÃO DE LAVOURAS TEMPORÁRIAS,AMENDOIM; CULTIVO DE; SEMENTE DE AMENDOIM (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; GIRASSOL; CULTIVO DE; SEMENTE DE GIRASSOL (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; MAMONA; CULTIVO DE; MUDAS DE MAMONA (QUANDO COMPLEMENTAR AO CULTIVO); PRODUÇÃO DE; COLZA; CULTIVO DE; GERGELIM; CULTIVO DE; LINHO; CULTIVO DE; OLEAGINOSAS DE LAVOURA TEMPORÁRIA; CULTIVO DE; SEMENTE DE COLZA (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; SEMENTE DE GERGELIM (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; SEMENTE DE LINHO (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE,"Esta classe compreende - o cultivo de amendoim, colza, gergelim, girassol, linho, mamona e outras oleaginosas de lavoura temporária não especificadas anteriormente | Esta classe compreende ainda - a produção de sementes das oleaginosas desta classe, quando atividade complementar ao cultivo | Esta classe NÃO compreende - o cultivo de soja (01.15-6) - a produção de sementes certificadas das oleaginosas desta classe, inclusive modificadas geneticamente (01.41-5) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - a produção de óleos vegetais em bruto (10.41-4) - a produção de biocombustível (19.32-2) | Esta subclasse compreende - o cultivo de amendoim | Esta subclasse compreende ainda - a produção de semente de amendoim, quando atividade complementar ao cultivo","CNAE: 01.16-4. Atividade: CULTIVO DE OLEAGINOSAS DE LAVOURA TEMPORÁRIA, EXCETO SOJA. Seção: A - AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA. Divisão: 01 - AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS. Grupo: 011 - PRODUÇÃO DE LAVOURAS TEMPORÁRIAS. Atividades compreendidas: AMENDOIM; CULTIVO DE; SEMENTE DE AMENDOIM (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; GIRASSOL; CULTIVO DE; SEMENTE DE GIRASSOL (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; MAMONA; CULTIVO DE; MUDAS DE MAMONA (QUANDO COMPLEMENTAR AO CULTIVO); PRODUÇÃO DE; COLZA; CULTIVO DE; GERGELIM; CULTIVO DE; LINHO; CULTIVO DE; OLEAGINOSAS DE LAVOURA TEMPORÁRIA; CULTIVO DE; SEMENTE DE COLZA (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; SEMENTE DE GERGELIM (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; SEMENTE DE LINHO (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE. Notas explicativas: Esta classe compreende - o cultivo de amendoim, colza, gergelim, girassol, linho, mamona e outras oleaginosas de lavoura temporária não especificadas anteriormente | Esta classe compreende ainda - a produção de sementes das oleaginosas desta classe, quando atividade complementar ao cultivo | Esta classe NÃO compreende - o cultivo de soja (01.15-6) - a produção de sementes certificadas das oleaginosas desta classe, inclusive modificadas geneticamente (01.41-5) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - a produção de óleos vegetais em bruto (10.41-4) - a produção de biocombustível (19.32-2) | Esta subclasse compreende - o cultivo de amendoim | Esta subclasse compreende ainda - a produção de semente de amendoim, quando atividade complementar ao cultivo."
01.19-9,01199,classe,CULTIVO DE PLANTAS DE LAVOURA TEMPORÁRIA NÃO ESPECIFICADAS ANTERIORMENTE,"A - AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01 - AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS",011 - PRODUÇÃO DE LAVOURAS TEMPORÁRIAS,ABACAXI AVAÍ; CULTIVO DE; ABACAXI HAWAII; CULTIVO DE; ABACAXI PÉROLA; CULTIVO DE; ABACAXI; CULTIVO DE; ANANÁS (ABACAXI); CULTIVO DE; MUDA DE ABACAXI (QUANDO COMPLEMENTAR AO CULTIVO); PRODUÇÃO DE; ALHO; CULTIVO DE; SEMENTES E MUDAS DE ALHO QUANDO COMPLEMENTAR AO CULTIVO; PRODUÇÃO DE; BATATA INGLESA; CULTIVO DE; BATATA SEMENTE (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; BATATA; CULTIVO DE; BATATINHA; CULTIVO DE; MUDA DE BATATA INGLESA (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; CEBOLA; CULTIVO DE; CEBOLAS; CULTIVO DE,"Esta classe compreende - o cultivo de abóbora, feijão verde, palma rosa, tomate rasteiro e vetiver - o cultivo de capim napier, milho forrageiro, palma forrageira, trevo forrageiro - o cultivo de abacaxi, melancia, melão - o cultivo de ervilha em grão seco, fava, feijão - o cultivo de alho, cebola - o cultivo de batata-inglesa, mandioca - o cultivo de outras plantas de lavoura temporária não especificadas anteriormente | Esta classe compreende ainda - a produção de sementes e mudas das plantas desta classe, quando atividade complementar ao cultivo | Esta classe NÃO compreende - o cultivo de morango (01.21-1) - o cultivo de tomate estaqueado (01.21-1) - o cultivo de araruta, batata-doce, cará e inhame (01.21-1) - o cultivo de legumes e hortaliças (01.21-1) - a produção de sementes e mudas certificadas das plantas desta classe, inclusive modificadas geneticamente (grupo 01.4) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - o beneficiamento ou a transformação dos produtos agrícolas desta classe (10.31-7) e (10.32-5) - a produção de suco de frutas e de legumes desta classe (10.33-3) | Esta subclasse compreende - o cultivo de abacaxi | Esta subclasse compreende ainda - a produção de mudas de abacaxi, quando atividade complementar ao cultivo","CNAE: 01.19-9. Atividade: CULTIVO DE PLANTAS DE LAVOURA TEMPORÁRIA NÃO ESPECIFICADAS ANTERIORMENTE. Seção: A - AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA. Divisão: 01 - AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS. Grupo: 011 - PRODUÇÃO DE LAVOURAS TEMPORÁRIAS. Atividades compreendidas: ABACAXI AVAÍ; CULTIVO DE; ABACAXI HAWAII; CULTIVO DE; ABACAXI PÉROLA; CULTIVO DE; ABACAXI; CULTIVO DE; ANANÁS (ABACAXI); CULTIVO DE; MUDA DE ABACAXI (QUANDO COMPLEMENTAR AO CULTIVO); PRODUÇÃO DE; ALHO; CULTIVO DE; SEMENTES E MUDAS DE ALHO QUANDO COMPLEMENTAR AO CULTIVO; PRODUÇÃO DE; BATATA INGLESA; CULTIVO DE; BATATA SEMENTE (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; BATATA; CULTIVO DE; BATATINHA; CULTIVO DE; MUDA DE BATATA INGLESA (QUANDO REALIZADA JUNTAMENTE AO CULTIVO); PRODUÇÃO DE; CEBOLA; CULTIVO DE; CEBOLAS; CULTIVO DE. Notas explicativas: Esta classe compreende - o cultivo de abóbora, feijão verde, palma rosa, tomate rasteiro e vetiver - o cultivo de capim napier, milho forrageiro, palma forrageira, trevo forrageiro - o cultivo de abacaxi, melancia, melão - o cultivo de ervilha em grão seco, fava, feijão - o cultivo de alho, cebola - o cultivo de batata-inglesa, mandioca - o cultivo de outras plantas de lavoura temporária não especificadas anteriormente | Esta classe compreende ainda - a produção de sementes e mudas das plantas desta classe, quando atividade complementar ao cultivo | Esta classe NÃO compreende - o cultivo de morango (01.21-1) - o cultivo de tomate estaqueado (01.21-1) - o cultivo de araruta, batata-doce, cará e inhame (01.21-1) - o cultivo de legumes e hortaliças (01.21-1) - a produção de sementes e mudas certificadas das plantas desta classe, inclusive modificadas geneticamente (grupo 01.4) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - o beneficiamento ou a transformação dos produtos agrícolas desta classe (10.31-7) e (10.32-5) - a produção de suco de frutas e de legumes desta classe (10.33-3) | Esta subclasse compreende - o cultivo de abacaxi | Esta subclasse compreende ainda - a produção de mudas de abacaxi, quando atividade complementar ao cultivo."
